Fake_StudentID,Marital_status,Application_mode,Application_order,Course,Daytime/evening_attendance,Previous_qualification,Previous_qualification_(grade),Nacionality,Mother's_qualification,Father's_qualification,Mother's_occupation,Father's_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_(credited),Curricular_units_1st_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(credited),Curricular_units_2nd_sem_(enrolled),Curricular_units_2nd_sem_(evaluations),Curricular_units_2nd_sem_(approved),Curricular_units_2nd_sem_(grade),Curricular_units_2nd_sem_(without_evaluations),Unemployment_rate,Inflation_rate,GDP,Target
66573903B,1,7,1,9003,1,4,120.0,1,3,1,2,4,120.0,1,0,0,1,0,0,31,0,8,12,12,11,13.81818182,0,4,12,16,12,13.46153846,0,15.5,2.8,-4.06,No dropout
73527098B,1,1,1,9085,1,1,120.0,1,1,19,3,4,116.7,0,0,0,1,0,0,20,0,0,5,12,3,12.33333333,2,0,5,8,3,13.0,1,9.4,-0.8,-3.12,No dropout
23267334D,1,1,3,9085,1,1,135.0,1,3,2,4,3,121.0,1,0,0,1,0,0,18,0,0,5,14,3,12.33333333,2,0,5,8,5,11.6,0,9.4,-0.8,-3.12,No dropout
62398355C,1,17,1,9853,1,1,146.0,1,1,1,3,4,128.2,0,0,1,1,0,0,18,0,0,6,8,4,13.25,0,0,6,10,3,10.66666667,0,12.7,3.7,-1.7,No dropout
49275741D,1,1,4,9670,1,1,133.0,1,1,2,4,7,121.1,1,0,0,1,0,0,18,0,0,6,7,6,13.66666667,0,0,6,9,5,15.4,0,13.9,-0.3,0.79,No dropout
85298142D,1,51,1,9238,1,1,122.0,1,19,3,5,2,112.6,0,0,1,1,0,0,20,0,5,11,18,8,12.625,0,4,10,10,3,11.0,0,11.1,0.6,2.02,No dropout
35776808D,1,17,1,9085,1,1,128.0,1,2,19,2,4,123.3,1,0,0,1,0,1,20,0,0,6,6,6,14.83333333,0,0,6,8,6,12.14285714,0,8.9,1.4,3.51,No dropout
85741901C,1,17,2,9670,1,1,129.0,1,19,19,5,4,129.4,0,0,0,1,0,1,19,0,0,6,7,5,11.2,0,0,6,10,5,13.125,0,10.8,1.4,1.74,Dropout
57978192B,1,17,1,9147,1,1,122.0,1,19,19,4,6,119.9,0,0,0,1,0,1,21,0,0,5,6,5,11.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,No dropout
32238189C,1,1,4,9500,1,1,140.0,1,1,12,3,10,131.6,1,0,0,1,0,0,18,0,0,7,8,7,13.135,0,0,8,9,8,13.24444444,0,12.4,0.5,1.79,No dropout
63324015C,1,51,1,9070,1,1,143.0,1,1,1,4,4,120.0,1,0,0,1,0,0,21,0,3,10,10,10,13.0,0,5,11,11,10,11.4,0,11.1,0.6,2.02,Dropout
63767905A,1,1,4,9500,1,1,118.0,1,19,19,3,3,110.0,1,0,0,1,0,0,19,0,0,7,12,4,12.85,0,0,7,7,7,12.62142857,0,11.1,0.6,2.02,No dropout
46167540D,1,44,1,9238,1,39,140.0,1,1,19,191,102,143.0,0,0,0,1,0,0,20,0,3,6,6,6,13.5,0,2,6,9,5,12.5,0,13.9,-0.3,0.79,No dropout
46146357B,1,44,1,9085,1,1,140.0,1,1,2,3,3,140.0,0,0,0,1,0,0,20,0,0,6,7,6,14.28571429,0,0,6,9,3,13.0,0,13.9,-0.3,0.79,No dropout
41527561B,1,1,1,9670,1,1,123.0,1,12,1,9,9,119.2,1,0,0,1,0,1,18,0,0,6,8,5,13.5,0,0,6,6,6,14.5,0,12.4,0.5,1.79,No dropout
28000121C,1,1,1,9147,1,1,140.0,1,19,19,9,9,124.3,1,0,0,1,0,1,18,0,0,5,8,4,10.75,0,0,5,5,5,13.0,0,12.4,0.5,1.79,No dropout
63352565C,1,17,1,9238,1,1,116.0,1,19,19,7,7,111.1,1,0,0,1,0,1,18,0,0,6,9,6,11.33333333,0,0,6,9,6,11.83333333,0,8.9,1.4,3.51,No dropout
36059553C,1,43,1,9085,1,39,150.0,1,38,37,6,6,150.0,1,0,0,1,0,1,21,0,2,7,15,3,13.0,2,1,5,12,5,13.28571429,1,10.8,1.4,1.74,No dropout
85409651D,1,1,1,9500,1,1,147.0,1,38,19,5,8,147.3,0,0,0,1,0,0,18,0,0,7,7,6,13.96666667,0,0,7,7,6,13.96666667,0,7.6,2.6,0.32,No dropout
36842684C,1,1,1,9500,1,1,162.0,1,19,1,5,5,147.5,1,0,0,1,0,1,18,0,0,8,8,8,14.14125,0,0,8,8,8,14.14125,0,9.4,-0.8,-3.12,No dropout
95968983A,1,17,2,9254,1,1,108.0,1,37,37,9,7,108.0,1,0,0,1,0,1,20,0,0,6,10,4,11.6,0,0,6,10,4,11.75,0,12.7,3.7,-1.7,No dropout
33462584D,2,42,1,9500,1,2,130.0,1,37,37,9,9,130.0,0,0,0,1,0,1,32,0,0,8,8,8,14.6625,0,0,8,8,8,14.6625,0,9.4,-0.8,-3.12,No dropout
84490027D,2,39,1,9991,0,1,140.0,1,37,37,9,10,130.0,0,0,0,1,0,0,34,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,No dropout
72879600A,1,1,2,9500,1,1,116.0,1,19,37,3,3,109.0,1,0,0,1,0,1,23,0,0,7,8,6,12.99333333,0,0,8,9,8,12.66875,0,11.1,0.6,2.02,No dropout
79314903B,1,1,5,9670,1,1,120.0,1,4,1,4,10,112.0,1,0,0,1,0,0,18,0,0,6,10,4,11.25,0,0,6,11,5,12.2,0,8.9,1.4,3.51,No dropout
52483265A,1,17,1,8014,0,1,132.0,1,37,19,5,5,121.2,0,0,0,1,0,0,18,0,0,6,8,5,12.2,0,0,6,10,5,12.8,0,10.8,1.4,1.74,No dropout
89514454B,1,43,1,171,1,2,140.0,1,37,37,9,9,140.0,1,0,0,1,0,0,34,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
20413890B,1,39,1,8014,0,1,120.0,100,1,1,4,7,119.5,0,0,1,1,0,0,25,1,2,6,6,6,11.33333333,0,0,6,6,4,11.75,0,8.9,1.4,3.51,No dropout
27041892A,1,1,1,9147,1,1,136.0,1,37,38,193,181,125.9,0,0,0,1,0,0,21,0,0,5,7,5,12.2,0,0,5,7,5,11.8,0,11.1,0.6,2.02,No dropout
14017388D,1,1,1,9254,1,1,133.0,1,19,9,0,0,121.5,1,0,0,1,0,1,20,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
97347171B,1,1,5,9238,1,1,126.0,1,30,19,0,2,121.5,1,0,0,1,0,0,18,0,0,6,8,6,11.33333333,0,0,6,6,6,11.66666667,0,7.6,2.6,0.32,No dropout
85423365C,1,17,1,9085,1,1,142.0,1,3,37,4,8,132.4,1,0,0,1,0,0,18,0,0,6,8,6,13.85714286,0,0,6,15,6,13.1,0,12.4,0.5,1.79,No dropout
68320559B,1,17,1,9773,1,1,121.0,1,37,37,9,9,122.4,0,0,0,1,0,0,18,0,0,6,7,6,12.85714286,0,0,6,6,6,13.33333333,0,13.9,-0.3,0.79,No dropout
76939967D,1,39,1,8014,0,1,134.0,1,37,38,4,7,110.0,1,0,0,1,0,0,24,0,0,6,10,1,10.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout
28009449D,1,51,1,9147,1,1,140.0,1,19,19,9,7,120.4,0,0,1,0,0,0,32,0,14,15,17,14,10.21428571,0,13,13,13,13,11.38461538,0,16.2,0.3,-0.92,No dropout
22166218D,1,39,1,9254,1,1,133.1,1,1,1,9,6,105.0,1,0,1,0,0,0,24,0,0,6,14,6,11.28571429,0,0,6,16,3,10.33333333,0,8.9,1.4,3.51,Dropout
82655665D,1,1,1,9238,1,1,157.0,1,38,37,9,5,137.8,0,0,0,1,0,1,18,0,0,6,6,6,13.83333333,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
26478806B,1,51,1,9254,1,1,120.0,1,38,38,9,9,118.0,0,0,0,1,0,0,28,0,0,6,8,6,12.85714286,0,0,6,8,5,12.6,0,8.9,1.4,3.51,No dropout
33601073B,1,17,5,9853,1,1,134.0,1,19,38,4,8,122.1,1,0,0,1,0,1,18,0,0,6,8,6,11.66666667,0,0,6,9,4,12.0,0,10.8,1.4,1.74,Dropout
83866666D,1,7,1,9853,1,3,140.0,1,34,34,0,0,140.0,1,0,0,0,0,0,24,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
13790221A,1,1,1,9085,1,1,133.0,1,1,37,4,10,143.2,0,0,0,1,0,0,19,0,0,5,7,5,14.4,0,0,5,6,5,13.2,0,7.6,2.6,0.32,No dropout
98665162D,2,39,1,8014,0,1,146.0,1,37,37,9,8,120.5,0,0,0,1,0,0,44,0,0,6,6,6,14.83333333,0,0,6,6,6,14.16666667,0,10.8,1.4,1.74,No dropout
82821320B,1,16,3,9085,1,1,130.0,1,37,37,9,2,119.5,1,0,0,1,0,1,18,0,0,6,14,6,14.33333333,0,0,6,9,6,12.0,0,15.5,2.8,-4.06,No dropout
20020102B,1,1,1,171,1,1,151.0,1,37,37,9,7,147.5,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,No dropout
68461711A,1,1,6,9773,1,1,133.1,1,1,1,90,90,129.6,0,0,0,1,0,0,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
57210786A,1,18,1,9853,1,1,132.0,1,37,37,9,5,126.1,0,0,0,1,0,1,18,0,0,7,9,6,12.33333333,0,0,7,7,6,12.66666667,0,11.1,0.6,2.02,No dropout
63231612D,2,39,1,9991,0,1,110.0,1,37,37,9,4,160.0,0,0,0,1,0,0,44,0,0,5,5,5,11.8,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,No dropout
34598978C,5,39,1,9853,1,19,133.1,1,38,1,5,3,105.5,0,0,1,1,0,0,33,0,0,6,7,5,13.2,0,0,6,7,5,10.6,0,7.6,2.6,0.32,Dropout
16215658A,2,39,1,9853,1,1,110.0,1,37,37,9,9,95.5,0,0,1,0,0,0,32,0,0,6,6,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
65605939D,2,39,1,9003,1,1,133.1,1,19,19,4,4,107.5,0,0,0,0,0,0,35,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
40072315C,1,1,1,9238,1,1,105.0,1,19,19,6,6,106.1,1,0,0,1,0,0,20,0,0,6,6,6,11.5,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02,No dropout
38876335D,1,39,1,9254,1,1,160.0,1,3,1,6,6,116.3,1,0,0,1,0,0,24,0,0,6,8,5,12.6,0,0,6,7,5,12.2,0,9.4,-0.8,-3.12,No dropout
86181398B,1,1,1,9500,1,1,144.0,1,38,1,9,10,137.4,0,0,0,1,0,0,19,0,0,7,7,7,13.54285714,0,0,8,9,8,14.22222222,0,16.2,0.3,-0.92,No dropout
71028451C,1,1,1,9254,1,1,100.0,1,19,19,5,5,101.8,1,0,0,1,0,0,21,0,0,6,8,5,11.6,0,0,6,6,5,13.0,0,12.4,0.5,1.79,No dropout
34083484D,1,1,2,9773,1,1,143.0,1,1,1,4,9,144.1,1,0,0,1,1,1,19,0,0,6,7,6,13.66666667,0,0,6,6,6,13.83333333,0,12.7,3.7,-1.7,No dropout
96966083D,1,42,1,9003,1,1,160.0,1,19,1,9,5,107.8,1,0,0,0,1,0,27,0,0,6,10,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
28280124C,1,39,1,9853,1,1,140.0,1,19,1,9,4,128.2,0,0,0,0,0,0,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
90385831A,1,17,4,171,1,1,133.1,1,38,38,9,9,117.0,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
64901954D,1,1,1,9070,1,1,116.0,1,1,12,5,8,110.4,1,0,0,1,1,0,19,0,0,6,6,6,11.5,0,0,6,8,6,12.28571429,0,8.9,1.4,3.51,No dropout
18840343C,2,39,1,9991,0,1,120.0,1,37,37,9,10,170.0,0,0,0,1,0,0,34,0,0,5,12,2,11.5,0,0,5,9,4,11.75,0,9.4,-0.8,-3.12,No dropout
82284153B,1,43,1,9500,1,1,141.0,1,4,19,4,10,100.0,0,0,0,1,1,0,18,0,0,7,7,7,11.82857143,0,0,8,10,7,12.9125,0,13.9,-0.3,0.79,No dropout
94365803B,1,1,1,171,1,1,110.0,1,3,2,3,3,117.0,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,No dropout
35928251C,1,1,2,171,1,1,127.0,1,3,39,1,3,133.5,1,0,0,1,1,0,17,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,No dropout
29617370A,1,1,1,9500,1,1,132.0,1,19,37,4,9,128.0,1,0,0,1,0,1,19,0,0,7,7,6,12.96666667,0,0,7,7,6,12.96666667,0,7.6,2.6,0.32,No dropout
16968542C,1,1,1,9773,1,1,135.0,1,37,38,9,6,122.1,1,0,0,1,1,0,18,0,0,6,6,6,13.83333333,0,0,6,6,6,13.66666667,0,12.7,3.7,-1.7,No dropout
80465630B,1,17,2,9500,1,1,135.0,1,19,19,9,10,133.4,1,0,0,1,0,0,19,0,0,7,7,7,14.12571429,0,0,8,8,8,14.36875,0,11.1,0.6,2.02,No dropout
75267871B,4,39,1,9254,1,1,140.0,1,38,37,9,9,112.0,0,0,1,1,0,0,45,0,4,10,12,5,12.16666667,4,2,8,8,0,0.0,2,12.7,3.7,-1.7,Dropout
84587793C,1,39,1,9085,1,1,133.1,1,19,37,9,6,130.0,1,0,0,1,0,0,26,0,0,6,17,6,12.66666667,0,0,6,21,4,12.25,0,15.5,2.8,-4.06,No dropout
58258616A,2,39,2,9991,0,1,100.0,1,37,37,9,9,100.0,1,0,0,1,1,0,51,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
91131941D,2,39,1,9773,1,19,133.1,1,37,37,6,6,162.0,0,0,1,1,1,1,49,0,0,6,8,6,12.28571429,0,0,6,7,6,14.16666667,0,10.8,1.4,1.74,No dropout
85772430A,1,42,1,9500,1,1,100.0,1,3,19,2,8,153.0,0,0,0,1,1,0,22,0,3,6,7,3,14.5,0,4,7,8,4,14.375,0,15.5,2.8,-4.06,No dropout
65916893A,1,17,1,9147,1,1,137.0,1,1,37,5,9,131.4,1,0,0,1,1,0,22,0,0,5,8,2,10.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,Dropout
78274444B,2,7,1,9130,1,3,120.0,1,3,3,1,1,128.2,0,0,0,1,0,0,33,0,1,5,11,2,11.5,1,1,5,8,2,12.0,0,9.4,-0.8,-3.12,Dropout
16036369C,1,10,1,9670,1,1,148.9,22,37,37,9,9,148.9,0,0,0,1,0,0,20,1,0,5,6,5,11.6,0,0,5,6,4,11.5,0,9.4,-0.8,-3.12,No dropout
47172958C,1,1,4,9238,1,1,134.0,1,38,19,7,7,128.4,1,0,0,1,0,1,18,0,0,6,6,6,12.5,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,No dropout
91104383C,1,1,5,9853,1,1,128.0,1,38,37,9,9,120.3,1,0,1,0,0,0,20,0,0,6,9,3,11.66666667,0,0,6,10,2,11.0,0,10.8,1.4,1.74,Dropout
47995741D,2,57,1,9991,0,1,133.1,41,38,37,4,6,100.0,0,0,0,1,0,0,37,1,5,10,11,7,13.42857143,0,5,10,11,10,11.6,0,8.9,1.4,3.51,No dropout
85675177A,1,1,1,9254,1,1,131.0,2,37,1,9,3,126.1,1,0,0,1,1,0,18,1,0,6,6,6,13.66666667,0,0,6,6,6,13.5,0,7.6,2.6,0.32,No dropout
14061688B,1,1,3,9254,1,1,118.0,1,1,19,9,9,111.7,1,0,0,1,0,0,19,0,0,6,6,6,12.5,0,0,6,6,6,12.16666667,0,12.4,0.5,1.79,No dropout
19936449D,1,44,1,9085,1,39,140.0,1,1,19,3,3,140.0,1,0,0,1,0,0,21,0,2,6,7,6,13.0,0,1,6,15,4,12.8,0,12.4,0.5,1.79,No dropout
31751427D,1,1,2,9500,1,1,133.0,1,19,1,9,1,122.2,0,0,0,1,0,0,20,0,0,7,9,6,12.78333333,0,0,8,9,7,12.84285714,0,13.9,-0.3,0.79,No dropout
99359539A,1,1,2,9500,1,1,126.0,1,37,1,7,7,118.7,1,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
52603290C,1,17,2,9556,1,1,125.0,1,38,19,7,7,121.5,1,0,0,1,0,0,20,0,0,7,13,4,13.5,0,0,7,11,4,11.225,0,11.1,0.6,2.02,Dropout
27969972C,1,17,4,9500,1,1,138.0,1,3,1,2,5,134.5,1,0,0,1,0,0,18,0,0,7,7,7,13.45714286,0,0,8,8,8,15.125,0,13.9,-0.3,0.79,No dropout
26130476B,1,1,4,9500,1,1,140.0,1,1,19,9,7,127.0,1,0,0,1,0,0,19,0,0,8,8,7,13.44285714,0,0,8,8,7,13.44285714,0,12.7,3.7,-1.7,No dropout
22400921D,1,1,1,9238,1,1,124.0,1,37,38,9,3,114.2,0,0,0,1,0,0,18,0,0,6,13,4,11.0,0,0,6,12,5,10.83333333,0,15.5,2.8,-4.06,No dropout
29007932C,1,17,1,9238,1,1,133.0,1,38,38,7,7,125.3,1,0,0,1,0,1,18,0,0,6,6,6,11.33333333,0,0,6,7,6,12.28571429,0,15.5,2.8,-4.06,No dropout
12303036A,1,1,2,9773,1,1,127.0,1,1,19,4,5,120.4,1,0,0,1,0,0,18,0,0,5,7,2,10.0,0,0,1,1,0,0.0,0,12.7,3.7,-1.7,Dropout
46699524D,1,1,6,9500,1,1,138.0,1,1,38,3,9,123.0,1,0,0,1,0,0,19,0,0,7,10,5,13.44,0,0,7,8,6,13.06666667,0,12.4,0.5,1.79,No dropout
42498193C,1,1,2,9556,1,1,142.0,1,1,19,4,5,130.5,1,0,0,1,0,1,18,0,0,7,8,7,12.21428571,0,0,8,8,8,14.0625,0,16.2,0.3,-0.92,No dropout
68813369D,1,1,1,9070,1,1,130.0,41,37,19,9,8,125.5,1,0,0,1,0,1,19,1,0,6,6,6,14.16666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,No dropout
64389760C,1,53,1,9003,1,42,130.0,1,1,19,9,7,133.8,0,0,1,1,0,1,24,0,7,12,13,12,12.84615385,0,5,11,13,11,12.63636364,0,8.9,1.4,3.51,No dropout
52899058B,1,44,1,9085,1,39,150.0,1,37,37,9,9,150.0,0,0,0,1,0,0,20,0,2,6,8,6,13.0,0,1,6,18,2,12.0,0,12.4,0.5,1.79,No dropout
87124888C,1,1,1,9147,1,1,127.0,1,1,19,5,7,130.5,1,0,0,1,0,1,21,0,0,5,6,5,12.8,1,0,5,7,4,11.25,0,9.4,-0.8,-3.12,No dropout
52112655D,1,44,1,9085,1,39,140.0,1,38,37,4,10,140.0,0,0,1,0,0,0,20,0,1,6,13,4,13.0,0,1,6,11,5,12.0,0,16.2,0.3,-0.92,Dropout
35204275B,1,17,6,9500,1,1,126.0,1,19,37,3,9,119.4,1,0,0,1,0,1,19,0,0,7,7,7,13.37142857,0,0,8,9,8,13.66666667,0,16.2,0.3,-0.92,No dropout
80058597D,1,17,5,9556,1,1,139.0,1,19,19,9,8,121.3,1,0,0,1,0,1,19,0,0,7,8,7,13.38571429,0,0,8,8,8,13.3875,0,10.8,1.4,1.74,No dropout
81739514B,1,1,3,9500,1,1,141.0,1,1,1,9,9,126.3,1,0,0,1,0,0,18,0,0,8,8,7,13.32857143,0,0,8,8,7,13.32857143,0,12.7,3.7,-1.7,No dropout
54556108D,1,1,1,9085,1,1,120.0,1,38,38,4,7,111.6,1,0,0,1,0,0,19,0,0,6,12,5,14.0,0,0,6,14,5,11.0,0,16.2,0.3,-0.92,No dropout
80880812A,1,17,4,9147,1,1,120.0,1,38,19,9,9,111.3,1,0,0,1,0,0,21,0,0,5,5,5,12.6,0,0,5,5,5,13.2,0,8.9,1.4,3.51,No dropout
39899689B,1,1,2,9853,1,1,134.0,1,1,38,9,8,122.5,1,0,0,1,0,1,19,0,0,6,7,6,14.0,0,0,6,6,6,15.0,0,15.5,2.8,-4.06,No dropout
60125510C,1,1,5,9254,1,1,128.0,1,19,1,7,10,116.5,1,0,0,1,0,1,18,0,0,6,7,6,13.42857143,0,0,6,6,6,12.66666667,0,8.9,1.4,3.51,No dropout
21977780A,1,17,5,9070,1,1,133.0,1,4,1,4,4,132.0,1,1,0,1,0,1,17,0,0,6,6,6,13.0,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,No dropout
77118556B,1,18,4,9853,1,1,123.0,1,19,38,4,10,123.7,1,0,0,1,0,0,19,0,0,6,8,5,12.66666667,0,0,6,8,5,11.0,0,15.5,2.8,-4.06,No dropout
16774560D,1,17,6,9147,1,1,118.0,1,37,1,9,7,117.0,1,0,0,0,1,0,23,0,0,5,9,3,10.0,1,0,5,9,3,12.33333333,0,9.4,-0.8,-3.12,Dropout
40341058C,1,1,1,9670,1,1,113.0,1,1,37,1,10,116.5,1,0,0,1,0,0,19,0,0,6,7,6,12.83333333,0,0,6,10,6,11.77777778,0,8.9,1.4,3.51,No dropout
70676753C,1,1,1,9500,1,1,135.0,1,19,3,9,4,121.5,1,0,0,1,0,0,18,0,0,7,7,6,12.91666667,0,0,7,7,6,12.91666667,0,7.6,2.6,0.32,No dropout
94984229A,1,1,1,9670,1,1,133.1,1,38,38,5,9,105.0,1,0,0,1,0,0,20,0,0,6,9,6,13.28571429,0,0,6,8,5,13.8,0,15.5,2.8,-4.06,No dropout
61392486B,1,1,3,9085,1,1,130.0,1,1,19,9,9,121.3,1,0,0,1,0,1,19,0,0,5,6,5,14.6,0,0,5,5,5,13.8,0,10.8,1.4,1.74,No dropout
28312601C,1,1,1,9238,1,1,135.0,1,19,38,3,9,136.1,1,0,0,1,0,1,18,0,0,6,6,6,14.0,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,No dropout
75469334B,1,17,2,9238,1,1,133.0,1,37,37,9,4,123.6,0,0,0,1,0,1,19,0,0,6,7,6,14.14285714,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,No dropout
83511719C,1,1,4,9238,1,1,123.0,1,38,1,4,10,129.0,1,0,0,1,0,0,19,0,0,6,8,6,11.66666667,0,0,6,6,6,12.33333333,0,10.8,1.4,1.74,No dropout
10044345C,1,17,1,9500,1,1,145.0,1,19,37,4,8,136.8,1,0,0,1,0,0,18,0,0,8,9,8,14.3775,1,0,8,9,8,14.3775,1,9.4,-0.8,-3.12,No dropout
60007567A,1,17,2,9500,1,1,146.0,1,3,3,3,6,133.4,1,0,0,1,0,0,18,0,0,7,8,7,12.5,0,0,8,9,7,13.04285714,0,13.9,-0.3,0.79,No dropout
99289575A,1,1,5,9500,1,1,144.0,1,38,38,7,7,136.0,1,0,0,1,0,1,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,No dropout
26481949C,1,1,1,9500,1,1,144.0,1,38,37,9,9,125.8,0,0,0,1,0,1,19,0,0,8,12,7,12.47142857,0,0,8,12,7,12.47142857,0,12.7,3.7,-1.7,No dropout
33415760C,1,1,1,9500,1,1,131.0,1,4,4,2,1,120.5,0,0,0,1,0,0,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,No dropout
88761171D,1,1,2,9500,1,1,141.0,1,37,37,9,8,130.2,1,0,0,1,0,0,21,0,0,7,11,7,14.07222222,0,0,8,8,8,14.0475,0,15.5,2.8,-4.06,No dropout
26593514D,1,1,3,9773,1,1,138.0,1,3,1,2,3,135.9,1,0,0,1,0,0,18,0,0,6,7,6,14.85714286,0,0,6,6,6,14.66666667,0,13.9,-0.3,0.79,No dropout
59366026C,1,1,1,9773,1,1,127.0,1,19,37,9,9,116.5,0,0,0,1,0,1,19,0,0,6,7,6,14.28571429,0,0,6,6,6,13.16666667,0,11.1,0.6,2.02,No dropout
24926015D,1,1,4,9773,1,1,124.0,1,19,37,99,90,124.0,0,0,0,0,0,0,18,0,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,Dropout
11585964C,1,7,1,8014,0,3,140.0,1,1,1,4,4,140.0,0,0,0,1,0,0,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
46440893B,1,17,1,9130,1,1,157.0,1,3,2,3,6,150.9,1,0,0,1,0,0,18,0,0,6,8,6,15.0,0,0,6,8,5,15.16666667,0,13.9,-0.3,0.79,Dropout
40074282C,1,1,3,9500,1,1,129.0,1,19,19,4,8,127.3,1,0,0,1,0,1,20,0,0,7,7,6,12.63333333,0,0,7,7,6,12.63333333,0,7.6,2.6,0.32,No dropout
88033748B,1,39,1,9670,1,19,133.1,1,1,1,4,7,100.0,0,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,Dropout
46041820D,1,1,5,9500,1,1,142.0,1,38,37,5,7,128.8,1,0,0,1,0,0,18,0,0,7,7,6,14.23333333,0,0,7,7,6,14.23333333,0,7.6,2.6,0.32,No dropout
93998688B,5,1,3,9085,1,1,133.0,1,19,19,4,7,119.7,1,0,0,1,0,0,21,0,0,5,13,5,12.2,2,0,5,10,3,11.33333333,1,9.4,-0.8,-3.12,No dropout
95428968D,1,1,1,9500,1,1,156.0,1,5,4,2,1,140.8,0,0,0,1,0,0,18,0,0,8,8,7,15.7,0,0,8,8,7,15.7,0,12.7,3.7,-1.7,No dropout
16830762D,1,1,1,9500,1,1,151.0,1,37,37,9,9,138.0,1,0,0,1,0,0,18,0,0,7,7,6,15.2,0,0,7,7,6,15.2,0,7.6,2.6,0.32,No dropout
51314401C,1,17,1,9853,1,1,135.0,1,3,3,2,2,132.9,1,0,0,0,0,0,29,0,0,6,9,6,16.33333333,0,0,6,8,5,15.6,0,12.7,3.7,-1.7,Dropout
33814099A,1,43,1,9130,1,1,140.0,1,3,3,2,2,140.0,0,0,0,1,0,0,20,0,10,17,29,14,12.5625,4,7,12,24,12,12.85714286,1,15.5,2.8,-4.06,No dropout
76174500B,1,7,1,9500,1,3,140.0,1,3,1,4,4,140.0,0,0,0,1,0,0,26,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
86646420A,1,1,2,9238,1,1,100.0,1,38,1,7,7,99.3,1,0,0,1,0,0,21,0,0,6,8,5,12.4,0,0,6,6,6,12.0,0,12.4,0.5,1.79,No dropout
45690133C,1,18,1,9500,1,1,126.0,1,37,19,5,5,119.3,0,0,0,1,0,1,19,0,0,8,9,8,13.78125,1,0,8,9,8,13.78125,1,9.4,-0.8,-3.12,No dropout
77091994C,1,17,2,9254,1,1,123.0,1,19,19,5,5,113.2,1,0,1,1,0,0,19,0,0,6,10,6,12.16666667,0,0,6,8,5,11.66666667,0,16.2,0.3,-0.92,Dropout
65977806B,1,17,1,9773,1,1,133.1,1,38,38,9,5,117.0,0,0,0,1,0,0,21,0,0,6,8,5,11.8,0,0,6,8,5,11.83333333,0,15.5,2.8,-4.06,No dropout
